user_id,username,name,phone,email,governorate,city,is_active,profession,profession_ar,experience_years,average_rating,completed_jobs,accept_rate,is_available,is_verified,is_featured,hourly_rate,minimum_charge,currency,date_joined,profile_created_at
64,user64,Amany Ibrahim,01042153442,user64@example.com,luxor,esna,True,نظافه,نظافه,25,4.8,157,92.4,True,True,False,60.0,120.0,EGP,2025-01-23 04:48:09,2025-01-23 04:48:09
65,user65,Rania Hussein,01095482292,,sohag,tahta,True,نقل عفش,نقل عفش,2,4.3,98,94.5,True,True,False,,100.0,EGP,2026-04-06 08:19:10,2026-04-19 16:15:10
67,user67,Ahmed Gamal,01076893545,user67@example.com,port_said,port_said,True,كهربا,كهربا,8,4.9,188,80.6,True,True,True,75.0,180.0,EGP,2024-12-27 15:48:16,2026-06-10 11:12:20
68,user68,Mohamed Said,01073102032,user68@example.com,alexandria,miami,True,تكييف,تكييف,21,3.0,135,75.0,True,True,False,40.0,180.0,EGP,2024-05-04 14:56:01,2024-05-04 14:56:01
73,user73,Mona Hassan,01081988124,user73@example.com,qalyubia,shubra_el_kheima,True,كمبيوتر,كمبيوتر,22,4.1,264,98.7,True,True,False,100.0,50.0,EGP,2026-02-15 14:20:20,2026-06-09 05:58:13
76,user76,Fatima Said,01095634408,user76@example.com,damietta,new_damietta,True,حدائق,حدائق,10,3.4,163,96.5,True,False,False,80.0,250.0,EGP,2024-04-16 23:54:18,2024-10-05 20:42:15
77,user77,Ashraf Fouad,01076779917,user77@example.com,cairo,new_cairo,True,نجاره,نجاره,20,3.8,288,76.1,True,True,False,75.0,,USD,2025-01-05 22:36:29,2025-06-22 07:57:06
78,user78,Ibrahim Hussein,01033976493,,beni_suef,naser,True,نجاره,نجاره,7,2.6,38,77.6,True,True,False,75.0,120.0,EGP,2025-05-15 05:55:37,2026-03-01 21:21:46
79,user79,Nermeen Samy,01059171204,user79@example.com,minya,minya,True,سباكه,سباكه,13,4.6,64,62.8,True,True,False,80.0,120.0,EGP,2024-02-19 10:13:45,2026-03-23 18:14:01
84,user84,Ghada Fahmy,01038712948,user84@example.com,beni_suef,el_fashn,True,كهربا,كهربا,8,4.1,108,76.6,True,True,False,35.0,250.0,EGP,2025-05-19 07:58:56,2026-02-02 10:12:50
89,user89,Ghada Adel,01040429530,user89@example.com,aswan,aswan,True,حدائق,حدائق,9,4.8,10,73.3,True,False,False,80.0,100.0,EGP,2024-03-27 20:56:58,2026-03-26 13:25:37
102,user102,Heba Hussein,01092201431,user102@example.com,sohag,akhmin,True,تكييف,تكييف,24,2.8,80,78.5,True,False,False,,,EGP,2024-08-23 16:05:27,2026-05-03 22:19:39
104,user104,Karim Youssef,01031212832,user104@example.com,minya,samalut,True,حدائق,حدائق,6,4.5,230,61.1,True,False,False,100.0,180.0,EGP,2025-04-25 00:17:42,2025-05-10 18:39:54
108,user108,Youssef Ibrahim,01012015179,,aswan,edfu,True,كمبيوتر,كمبيوتر,16,2.6,136,97.9,True,False,True,30.0,180.0,EGP,2026-01-06 02:17:37,2026-03-28 06:23:23
109,user109,Hoda Gamal,01043122766,user109@example.com,minya,samalut,False,سباكه,سباكه,4,3.3,168,85.0,True,True,False,75.0,100.0,EGP,2024-04-12 17:44:27,2024-07-20 21:54:52
110,user110,Ibrahim Khaled,01015692967,user110@example.com,aswan,kom_ombo,True,سباكه,سباكه,8,4.8,263,99.0,True,True,False,,180.0,USD,2025-09-04 07:00:12,2025-10-22 05:02:58
111,user111,Youssef Naguib,01048374806,user111@example.com,aswan,aswan,True,دهان,دهان,5,2.9,105,70.5,True,False,False,25.0,250.0,EGP,2026-05-16 08:35:54,2026-05-26 21:15:10
120,user120,Mona Hussein,01060860378,user120@example.com,kafr_el_sheikh,sidi_salem,True,نقل عفش,نقل عفش,25,3.5,239,60.5,True,True,False,,,EGP,2024-10-02 14:40:10,2024-11-18 03:32:10
121,user121,Ali Said,01038164968,user121@example.com,damietta,damietta,True,تكييف,تكييف,10,2.6,48,63.5,True,True,False,30.0,150.0,EGP,2025-03-30 21:35:41,2025-04-15 15:38:36
122,user122,Ghada Samy,01087194344,user122@example.com,kafr_el_sheikh,sidi_salem,True,نظافه,نظافه,7,4.8,289,95.5,True,True,False,,,EGP,2024-05-16 04:33:53,2025-02-12 18:02:34
126,user126,Tarek Fahmy,01073686372,user126@example.com,kafr_el_sheikh,sidi_salem,True,دهان,دهان,6,2.9,41,62.7,True,False,True,30.0,,EGP,2024-02-15 05:34:28,2025-10-04 19:15:42
130,user130,Ayman Mostafa,01013346688,user130@example.com,asyut,abnub,True,دهان,دهان,18,4.2,167,97.8,True,False,False,100.0,180.0,EGP,2024-06-23 08:17:06,2024-06-23 08:17:06
134,user134,Youssef Fouad,01028999435,user134@example.com,sohag,sohag,True,تكييف,تكييف,20,3.2,207,80.4,True,True,True,30.0,250.0,EGP,2024-01-24 16:48:41,2025-11-21 01:19:38
138,user138,Emad Fahmy,01070838623,user138@example.com,matrouh,siwa,True,دهان,دهان,19,2.8,124,83.8,True,False,False,100.0,120.0,EGP,2025-07-18 14:22:25,2026-04-14 10:52:38
140,user140,Amany Nabil,01083544472,user140@example.com,beni_suef,el_fashn,True,حدائق,حدائق,10,3.3,257,70.5,True,True,False,,50.0,EGP,2024-04-20 04:14:16,2026-04-26 23:12:26
145,user145,Sameh Hamdy,01049484797,user145@example.com,asyut,abu_tig,True,سباكه,سباكه,10,4.1,168,96.8,False,True,True,25.0,75.0,EGP,2025-06-18 19:06:55,2025-11-24 11:25:54
148,user148,Hassan Gamal,01028223512,user148@example.com,dakahlia,mit_ghamr,True,كمبيوتر,كمبيوتر,3,2.6,37,91.4,True,True,False,40.0,50.0,EGP,2024-01-19 00:34:55,2025-04-05 13:53:22
160,user160,Ghada Samy,01054958564,user160@example.com,beni_suef,el_fashn,True,نقل عفش,نقل عفش,1,3.8,137,71.1,True,False,True,,100.0,EGP,2024-03-04 17:14:51,2024-09-28 16:23:44
165,user165,Khaled Hassan,01018060935,user165@example.com,beni_suef,wasata,True,سباكه,سباكه,23,2.7,169,63.0,True,False,False,35.0,100.0,EGP,2024-09-08 14:31:52,2025-06-12 15:55:41
169,user169,Sherif Gamal,01058173202,,luxor,esna,True,سباكه,سباكه,10,4.5,88,87.2,True,True,False,80.0,250.0,USD,2024-04-18 21:30:20,2024-10-01 19:42:53
172,user172,Samar Fouad,01012203625,user172@example.com,qalyubia,qalyub,True,نظافه,نظافه,8,3.6,227,66.6,True,True,True,100.0,120.0,EGP,2025-08-26 22:18:15,2025-12-13 06:12:56
177,user177,Hassan Khaled,01060483455,user177@example.com,beheira,edku,True,كمبيوتر,كمبيوتر,8,3.4,274,82.3,True,True,False,,75.0,EGP,2025-01-13 11:43:45,2026-04-30 08:23:46
180,user180,Youssef Khaled,01093070162,user180@example.com,asyut,manfalut,True,كهربا,كهربا,8,3.6,241,78.1,False,False,False,40.0,180.0,EGP,2025-10-12 13:28:08,2026-02-17 19:08:18
181,user181,Khaled Hassan,01073674613,,ismailia,el_montaza,True,حدائق,حدائق,11,2.8,177,86.7,True,True,False,,200.0,EGP,2025-12-22 03:13:37,2026-04-15 05:50:13
184,user184,Ali Ibrahim,01060403103,user184@example.com,beni_suef,new_beni_suef,True,نقل عفش,نقل عفش,25,4.1,267,81.5,False,True,False,,50.0,EGP,2024-06-20 02:03:03,2026-02-10 03:52:45
185,user185,Sameh Tawfik,01071436848,,suez,suez,True,كهربا,كهربا,11,4.2,295,96.8,True,True,False,25.0,180.0,EGP,2025-11-08 02:13:38,2026-05-09 00:48:32
186,user186,Emad Nabil,01072482955,,sohag,akhmin,True,تكييف,تكييف,19,4.3,208,79.1,True,True,True,60.0,,EGP,2025-06-05 18:56:12,2025-08-13 03:30:59
188,user188,Omar Fahmy,01089426243,user188@example.com,port_said,el_arab,True,حدائق,حدائق,21,3.7,253,93.6,True,False,False,30.0,200.0,EGP,2024-01-23 12:44:34,2025-09-14 06:41:08
189,user189,Karim Hamdy,01023153230,user189@example.com,luxor,luxor,True,حدائق,حدائق,21,4.4,92,79.1,True,True,True,45.0,,EGP,2024-03-03 05:29:44,2025-05-29 15:29:14
191,user191,Heba Rashid,01094129142,,kafr_el_sheikh,sidi_salem,False,نظافه,نظافه,13,4.6,206,99.9,True,True,False,40.0,75.0,EGP,2024-02-07 22:12:00,2024-02-07 22:12:00
192,user192,Amr Adel,01092208524,user192@example.com,giza,6th_october,True,صيانه منزليه,صيانه منزليه,7,4.3,142,71.9,False,True,True,,180.0,EGP,2025-06-01 03:38:25,2025-10-15 02:21:43
194,user194,Tarek Ibrahim,01087862305,user194@example.com,beheira,abu_al_matamir,True,كهربا,كهربا,10,3.3,86,70.3,True,True,False,45.0,75.0,EGP,2024-04-14 02:09:41,2024-09-03 14:16:20
196,user196,Maha Samy,01018808386,user196@example.com,sharqia,kafr_saqr,True,تكييف,تكييف,24,4.2,197,90.7,True,False,False,,50.0,EGP,2026-04-06 06:50:10,2026-05-19 01:41:24
198,user198,Nour Shaker,01012883305,user198@example.com,cairo,downtown,True,نظافه,نظافه,5,2.8,20,77.0,True,True,False,80.0,,EGP,2025-10-09 01:36:43,2026-03-20 16:56:12
199,user199,Marwa Gamal,01083614224,user199@example.com,qalyubia,tukh,True,كمبيوتر,كمبيوتر,1,4.4,286,86.7,False,True,False,25.0,100.0,EGP,2025-06-05 18:24:57,2025-06-29 20:30:20
201,user201,Hussein Youssef,01052496800,,matrouh,el_dabaa,True,نقل عفش,نقل عفش,11,3.1,287,97.6,True,True,False,60.0,200.0,EGP,2026-04-11 14:03:09,2026-06-10 17:05:05
203,user203,Heba Ali,01078103287,user203@example.com,suez,el_arbaeen,True,دهان,دهان,17,4.2,223,99.0,False,True,False,80.0,150.0,EGP,2025-12-12 12:59:46,2025-12-12 12:59:46
210,user210,Ghada Omar,01028378036,user210@example.com,aswan,aswan,True,نظافه,نظافه,23,3.5,34,77.5,True,True,False,,180.0,EGP,2024-01-11 06:46:09,2026-01-30 18:45:12
211,user211,Reem Naguib,01040134594,user211@example.com,asyut,el_quossia,False,سباكه,سباكه,17,3.5,30,86.6,True,False,False,75.0,,EGP,2026-02-01 02:21:27,2026-04-26 23:03:28
213,user213,Reem Adel,01073893102,user213@example.com,suez,suez,True,نظافه,نظافه,18,4.1,161,97.6,True,False,False,30.0,200.0,EGP,2025-07-15 23:22:19,2025-08-19 22:46:40
215,user215,Nermeen Hussein,01034595062,user215@example.com,luxor,armant,True,صيانه منزليه,صيانه منزليه,1,4.6,155,87.2,True,True,True,60.0,180.0,EGP,2024-03-16 16:13:23,2025-03-23 20:02:02
217,user217,Ali Mostafa,01035288872,,fayoum,itsa,True,كهربا,كهربا,11,3.9,41,97.4,True,True,True,,200.0,EGP,2025-10-02 00:16:06,2025-10-02 00:16:06
222,user222,Maged Mostafa,01022184193,,cairo,helipolis,True,سباكه,سباكه,2,3.6,33,82.9,True,True,False,,100.0,EGP,2024-07-11 07:21:29,2025-06-11 01:41:21
231,user231,Mahmoud Gamal,01061356129,user231@example.com,qalyubia,shubra_el_kheima,True,دهان,دهان,7,5.0,197,90.9,True,False,False,,180.0,EGP,2024-02-16 04:10:23,2026-02-05 19:11:38
236,user236,Marwa Hassan,,,aswan,nasr_nuba,True,نظافه,نظافه,25,4.3,197,85.8,True,False,False,60.0,75.0,EGP,2025-07-01 23:59:11,2025-11-06 07:57:36
238,user238,Amr Khaled,,user238@example.com,asyut,el_quossia,True,نجاره,نجاره,3,2.9,122,91.6,True,True,False,25.0,100.0,EGP,2024-05-11 22:51:26,2025-08-22 14:22:32
240,user240,Nermeen Fahmy,01068517739,,suez,suez,True,دهان,دهان,15,3.1,236,74.7,True,True,True,30.0,,EGP,2024-11-15 20:49:06,2025-08-30 05:00:05
242,user242,Maged Hamdy,01020289344,user242@example.com,kafr_el_sheikh,kafr_el_sheikh,True,نجاره,نجاره,2,3.7,172,84.4,True,False,False,,75.0,EGP,2025-06-07 06:13:59,2026-06-07 15:33:14
243,user243,Karim Rashid,01083492593,user243@example.com,asyut,abu_tig,False,كهربا,كهربا,19,3.8,130,89.3,True,True,False,45.0,150.0,EGP,2026-04-18 18:42:17,2026-05-21 21:34:46
244,user244,Yasmin Fouad,01068213514,user244@example.com,ismailia,el_montaza,True,سباكه,سباكه,9,2.7,120,90.1,True,False,True,60.0,120.0,EGP,2026-02-14 11:39:37,2026-03-27 22:54:57
248,user248,Mohamed Hussein,01018533790,user248@example.com,damietta,new_damietta,True,كهربا,كهربا,12,3.6,116,64.3,False,True,False,,200.0,EGP,2024-03-06 14:32:12,2024-05-29 16:14:45
251,user251,Yasmin Nabil,01025161415,,beheira,kafr_el_dawwar,True,حدائق,حدائق,6,4.4,63,97.8,True,True,False,35.0,,EGP,2025-03-02 11:51:59,2025-03-02 11:51:59
252,user252,Noha Naguib,01091311077,,qalyubia,qaha,True,حدائق,حدائق,19,2.6,293,82.0,True,False,False,40.0,75.0,EGP,2024-08-13 02:41:36,2025-12-30 08:02:43
254,user254,Amr Mostafa,01068900892,user254@example.com,aswan,kom_ombo,True,كمبيوتر,كمبيوتر,3,4.1,287,97.7,True,True,False,,100.0,EGP,2025-04-12 09:55:24,2026-05-10 19:06:13
258,user258,Samar Youssef,01053967101,user258@example.com,dakahlia,nabaroh,True,سباكه,سباكه,18,2.8,120,68.2,True,True,False,60.0,,EGP,2025-09-29 09:41:48,2026-02-19 19:24:57
259,user259,Ahmed Ali,01094104500,user259@example.com,fayoum,sinnuris,True,حدائق,حدائق,23,3.9,185,99.1,True,True,False,100.0,50.0,EGP,2025-09-03 06:31:34,2026-03-14 11:39:27
264,user264,Ismail Hassan,01073207479,,aswan,edfu,True,كمبيوتر,كمبيوتر,2,2.9,145,76.7,True,True,False,80.0,200.0,EGP,2025-02-02 00:46:57,2025-02-23 23:29:17
268,user268,Mona Mostafa,01014813349,,beni_suef,naser,True,كمبيوتر,كمبيوتر,6,4.2,241,61.2,False,False,False,35.0,100.0,USD,2024-08-22 23:33:30,2025-11-18 16:34:27
271,user271,Sara Naguib,01062904575,user271@example.com,giza,mohandessin,True,حدائق,حدائق,2,2.7,237,75.5,True,True,False,40.0,75.0,EGP,2026-02-12 18:54:56,2026-04-29 20:06:27
276,user276,Laila Adel,01068264710,user276@example.com,aswan,edfu,False,دهان,دهان,25,3.8,213,87.1,True,False,False,,150.0,EGP,2025-02-21 01:38:15,2025-10-31 00:12:31
284,user284,Waleed Ibrahim,01082287324,user284@example.com,minya,minya,True,صيانه منزليه,صيانه منزليه,14,3.6,96,86.1,True,True,False,75.0,,USD,2024-11-21 00:38:25,2024-11-21 00:38:25
285,user285,Ali Omar,01069762583,user285@example.com,port_said,el_manakh,False,نقل عفش,نقل عفش,12,5.0,193,76.3,False,True,False,50.0,150.0,EGP,2026-01-06 07:35:38,2026-01-06 07:35:38
290,user290,Amany Adel,01058352683,user290@example.com,beni_suef,el_fashn,True,كمبيوتر,كمبيوتر,23,3.4,62,62.0,False,False,False,,,USD,2025-12-28 17:43:34,2026-05-02 02:29:50
291,user291,Youssef Omar,01065832475,user291@example.com,asyut,asyut,True,دهان,دهان,19,3.5,193,96.9,True,True,False,100.0,180.0,EGP,2026-01-20 03:26:07,2026-03-19 13:42:39
292,user292,Yasmin Shaker,01077575794,user292@example.com,minya,malawi,True,نظافه,نظافه,7,3.6,138,81.4,True,False,False,60.0,75.0,EGP,2024-03-14 02:07:34,2025-05-29 14:38:59
298,user298,Ghada Adel,01079277190,user298@example.com,ismailia,abu_sultan,True,دهان,دهان,15,4.4,225,76.1,True,True,False,25.0,250.0,EGP,2024-12-20 11:14:30,2025-01-26 04:31:44
301,user301,Emad Rashid,01083071525,user301@example.com,cairo,downtown,True,صيانه منزليه,صيانه منزليه,14,3.4,17,78.6,True,True,True,,50.0,EGP,2026-03-30 21:30:07,2026-05-14 05:12:06
303,user303,Dina Ali,01089524487,,giza,sheikh_zayed,True,كهربا,كهربا,11,3.3,15,64.4,True,True,False,45.0,120.0,EGP,2026-05-07 04:04:03,2026-05-29 23:34:18
304,user304,Hany Said,01016406597,user304@example.com,asyut,abu_tig,True,نجاره,نجاره,22,3.7,147,84.9,True,False,False,40.0,50.0,EGP,2026-02-23 22:00:07,2026-03-20 00:54:03
306,user306,Nermeen Ibrahim,01035844329,,asyut,manfalut,True,كهربا,كهربا,4,3.3,266,93.8,True,False,False,,50.0,EGP,2024-08-05 10:30:55,2026-04-11 14:58:13
308,user308,Yasmin Nabil,01069066531,user308@example.com,aswan,nasr_nuba,True,حدائق,حدائق,23,4.1,172,78.8,True,True,False,50.0,100.0,EGP,2026-05-18 07:51:15,2026-05-22 14:02:15
311,user311,Fatima Gamal,01089138026,,sharqia,abu_hamad,True,سباكه,سباكه,17,3.5,261,66.9,True,False,False,,75.0,EGP,2025-04-18 16:24:45,2026-03-26 07:17:14
320,user320,Nour Hamdy,01025445960,user320@example.com,sharqia,zagazig,True,نظافه,نظافه,4,3.9,38,92.9,True,False,False,30.0,75.0,EGP,2024-11-10 15:57:50,2025-03-22 08:17:35
324,user324,Rania Nabil,01031664929,user324@example.com,suez,el_suez,True,حدائق,حدائق,18,4.4,239,76.6,True,False,False,50.0,75.0,EGP,2025-01-24 17:49:05,2026-03-11 09:00:55
325,user325,Ramy Fouad,01038299831,user325@example.com,giza,6th_october,True,تكييف,تكييف,21,3.8,100,72.7,True,True,False,,150.0,EGP,2024-07-10 00:54:48,2025-01-31 04:34:15
327,user327,Karim Fouad,01062719526,user327@example.com,cairo,tagamoa,True,نقل عفش,نقل عفش,20,4.8,63,95.0,True,True,False,,200.0,EGP,2024-01-07 15:32:30,2024-08-19 22:14:20
328,user328,Amany Samy,01011131640,user328@example.com,damietta,damietta,True,سباكه,سباكه,11,3.4,81,93.2,True,True,False,25.0,75.0,EGP,2025-11-22 13:23:34,2026-04-02 03:13:03
329,user329,Ayman Said,01035704262,user329@example.com,minya,bani_mazar,True,حدائق,حدائق,18,4.8,42,68.7,True,False,False,25.0,100.0,EGP,2024-01-15 13:05:21,2025-05-27 16:03:04
335,user335,Tarek Naguib,01013741017,,luxor,luxor,True,دهان,دهان,9,4.3,256,71.4,True,False,False,,250.0,EGP,2025-01-23 08:05:06,2026-03-01 17:27:36
339,user339,Mostafa Rashid,01093243271,user339@example.com,aswan,aswan,True,دهان,دهان,15,3.5,2,62.8,True,True,True,75.0,100.0,EGP,2025-09-30 15:13:02,2025-12-15 05:48:20
340,user340,Ali Khaled,01089575878,,cairo,tagamoa,True,تكييف,تكييف,21,4.3,252,83.3,True,True,False,80.0,100.0,EGP,2026-03-14 11:05:39,2026-06-10 07:39:13
343,user343,Karim Shaker,01037012825,,dakahlia,mansoura,True,كمبيوتر,كمبيوتر,17,5.0,124,80.8,True,False,False,35.0,120.0,EGP,2025-01-03 18:26:31,2026-06-15 20:42:59
344,user344,Hoda Naguib,01070975394,user344@example.com,suez,ganaen,True,نجاره,نجاره,23,4.9,193,70.4,True,False,False,40.0,100.0,EGP,2025-05-29 09:59:47,2026-05-19 20:48:19
353,user353,Samar Gamal,01088380820,user353@example.com,beni_suef,wasata,True,دهان,دهان,1,3.4,195,78.6,True,True,False,80.0,50.0,EGP,2026-03-27 07:09:10,2026-04-21 17:49:06
355,user355,Sherine Nabil,01055147351,,giza,haram,True,نقل عفش,نقل عفش,10,3.0,14,65.1,True,True,False,40.0,75.0,EGP,2025-11-21 12:21:33,2026-03-11 22:01:09
356,user356,Sara Omar,01020185574,user356@example.com,fayoum,itsa,True,صيانه منزليه,صيانه منزليه,22,3.8,263,62.4,False,True,False,45.0,150.0,EGP,2025-05-07 11:22:41,2026-03-16 12:32:58
358,user358,Emad Samy,01082897088,user358@example.com,beni_suef,wasata,True,كمبيوتر,كمبيوتر,25,3.5,251,68.9,True,True,False,30.0,,EGP,2025-04-15 06:03:17,2025-04-15 06:03:17
359,user359,Nour Hamdy,01063352256,user359@example.com,asyut,manfalut,True,نجاره,نجاره,3,4.6,162,91.9,True,True,False,35.0,100.0,EGP,2025-09-19 07:10:13,2025-10-03 01:42:14
361,user361,Heba Nabil,01011299382,user361@example.com,port_said,el_sharq,True,صيانه منزليه,صيانه منزليه,6,4.1,43,69.5,True,True,False,25.0,,EGP,2026-05-17 12:24:23,2026-06-16 10:11:32
365,user365,Mona Shaker,01065144861,user365@example.com,qalyubia,qaha,True,تكييف,تكييف,9,5.0,75,82.9,True,True,False,75.0,120.0,EGP,2026-03-25 14:53:19,2026-06-17 17:29:09
366,user366,Hassan Mostafa,01099226958,user366@example.com,luxor,esna,True,كهربا,كهربا,2,4.2,271,65.3,False,True,False,100.0,,EGP,2024-04-16 19:40:12,2024-09-20 17:46:50
369,user369,Hussein Samy,01098460225,user369@example.com,aswan,nasr_nuba,True,كهربا,كهربا,17,3.4,248,62.2,False,False,False,60.0,75.0,EGP,2024-09-29 01:10:52,2025-01-03 06:20:18
373,user373,Emad Tawfik,01031658249,,port_said,port_said,False,حدائق,حدائق,5,3.0,147,64.5,True,True,False,25.0,,EGP,2024-05-08 05:38:09,2024-10-06 11:07:00
374,user374,Dina Hussein,,user374@example.com,sharqia,belbeis,True,نجاره,نجاره,24,4.9,61,68.7,True,True,True,80.0,150.0,EGP,2025-04-01 22:30:27,2025-12-04 02:47:10
375,user375,Mostafa Hassan,01096035199,user375@example.com,beheira,kafr_el_dawwar,True,كهربا,كهربا,6,2.8,137,91.3,True,False,False,,180.0,EGP,2024-02-23 12:11:48,2024-07-15 03:56:36
376,user376,Mohamed Rashid,01060283960,user376@example.com,aswan,kom_ombo,True,كهربا,كهربا,11,4.0,257,85.7,True,True,False,80.0,,EGP,2025-11-20 17:01:24,2026-02-24 13:28:56
379,user379,Ahmed Rashid,,user379@example.com,minya,minya,True,دهان,دهان,4,4.3,155,87.5,False,True,False,80.0,250.0,EGP,2025-07-07 22:07:44,2026-03-23 00:20:54
381,user381,Tarek Omar,01052676804,user381@example.com,sharqia,hataba,True,سباكه,سباكه,20,4.5,52,64.3,True,True,False,75.0,75.0,USD,2025-05-18 20:48:15,2025-05-19 19:45:23
382,user382,Ibrahim Nabil,,user382@example.com,beni_suef,beni_suef,True,نظافه,نظافه,22,4.9,286,80.9,True,True,False,35.0,50.0,USD,2025-11-28 08:38:10,2025-11-28 08:38:10
383,user383,Sameh Hussein,01049810955,,sharqia,abu_hamad,True,حدائق,حدائق,7,4.1,253,67.6,True,False,False,40.0,100.0,EGP,2025-01-02 05:29:37,2025-04-10 07:22:55
391,user391,Heba Gamal,01010561104,,aswan,nasr_nuba,True,كهربا,كهربا,24,5.0,161,75.1,True,True,False,,250.0,EGP,2026-01-16 23:10:34,2026-02-13 14:32:47
395,user395,Ayman Hussein,01063373950,user395@example.com,qalyubia,tukh,True,نقل عفش,نقل عفش,20,3.3,138,88.2,False,False,True,50.0,120.0,USD,2024-09-07 18:27:01,2025-05-06 03:52:31
398,user398,Nermeen Adel,01032902142,user398@example.com,suez,suez,True,كمبيوتر,كمبيوتر,15,4.5,234,86.7,False,True,True,80.0,75.0,EGP,2024-05-30 11:36:00,2026-05-23 23:43:41
405,user405,Ramy Fahmy,01075033340,user405@example.com,beni_suef,beni_suef,True,كهربا,كهربا,23,4.2,69,92.8,False,True,False,,,EGP,2025-07-13 13:26:18,2025-12-12 02:06:18
408,user408,Ali Adel,,user408@example.com,qalyubia,shubra_el_kheima,True,حدائق,حدائق,22,3.1,31,64.0,True,True,False,80.0,75.0,EGP,2024-11-24 18:32:30,2025-10-07 06:22:21
411,user411,Ramy Khaled,01052060116,user411@example.com,giza,dokki,True,كهربا,كهربا,10,3.3,278,67.4,True,False,True,50.0,200.0,EGP,2024-05-18 11:21:31,2025-05-11 13:43:57
